NO ,NO. PENAWARAN ,DATE,MARKERTING ,CUSTOMER NAME,REMARK (KAROSERI),HARGA ,HARGA (NEW),EXC / INC ,PROGRESS,QUANTITY,SATUAN,KETERANGAN,TOTAL
1793,94/QUO/STM/VIII/25,08-Aug-25,THRY,BAPAK FADLY NANDAR,200 - PG 009 PISTON RING 1 PCS," 350,000,000 ","350,000,000", INC ,,,,TIDAK JADI OC,0
1794,172/QUO/STM/VIII/25,22-Aug-25,THRY,PT. SULAWESI BERLIAN MOTOR,MANHAULER 45 SEAT MITSUBISHI FIGHTER FN 62 F HD, 420.000.000 EXCLD ,"420,000,000", EXC ,,,,TIDAK JADI OC,0
1795,207/QUO/STM/VIII/25,01-Sep-25,THRY,PT. AGUNG AUTO MALL,BOX ALUMUNIUM + CANOPI TOYOTA HILUX RANGGA UK DALAM P. 2.460 X L. 1.805 X T. 1.470, 56.000.000 EXCLD ,"56,000,000", EXC ,JADI OC,,,JADI OC,"56,000,000"
1796,226/R.01QUO/STM/VIII/25,06-Sep-25,HENDY,PT. DIPO INTERNATIONAL PAHALA OTOMOTIF - LAMPUNG,FUEL TANK KAP. 8.000 LITER SYSTEM DISPENSING ELECTRIK MITSUBISHI FE 84 GSN ," 180,000,000 ","180,000,000", INC ,,,,TIDAK JADI OC,0
1797,226/R.02QUO/STM/VIII/25,09-Sep-25,HENDY,PT. DIPO INTERNATIONAL PAHALA OTOMOTIF - LAMPUNG,FUEL TANK KAP. 8.000 LITER SYSTEM DISPENSING ELECTRIK MITSUBISHI FE 84 GSN ," 180,000,000 ","180,000,000", INC ,,,,TIDAK JADI OC,0
1798,226/R.01QUO/STM/VIII/25,13-Sep-25,HENDY,PT. DIPO INTERNATIONAL PAHALA OTOMOTIF - LAMPUNG,FUEL TANK KAP. 8.000 LITER SYSTEM DISPENSING ELECTRIK MITSUBISHI FE 84 GSN ," 188,000,000 ","188,000,000", INC ,,,,TIDAK JADI OC,0
1799,219/R.01QUO/STM/VIII/25,09-Sep-25,EKO ARYO,PT. BYPASSINDO,BODY DUMP TRUCK HINO FM 280 JD UK. P. 5.700 X L. 2.400 X T. 1.450," 269,000,000 ","269,000,000", INC ,,,,TIDAK JADI OC,0
1800,04/QUO/STM/IX/25,01-Sep-25,EKO ARYO,PT. BAS MITRA PERKASA,TANGKI HIBLOW KAP. 25 M3 / 32 TON QUESTER CDE 250 WB 61," 450,000,000 ","450,000,000", INC ,,,,TIDAK JADI OC,0
1801,24/QUO/STM/IX/25,03-Sep-25,EKO ARYO,CUSTOMER BAPAK EKO ARYO,VACUM TANK KAP. 10.000 LITER MERCY AXOR 2528 CX," 363,500,000 ","363,500,000", INC ,,,,TIDAK JADI OC,0
1802,37/QUO/STM/IX/25,04-Sep-25,EKO ARYO,PT. INDOSAN ,WATER TANK 5.000 LITER SMALL STANDART ," 55,000,000 ","55,000,001", INC ,,,,TIDAK JADI OC,0
1803,37/R.01QUO/STM/IX/25,13-Sep-25,EKO ARYO,PT. INDOSAN ,"WATER TANK 5.000 LITER SMALL STANDART PIPEPING 2"""," 40,750,000 ","40,750,000", INC ,,,,TIDAK JADI OC,0
1804,37/R.01QUO/STM/IX/25,13-Sep-25,EKO ARYO,PT. INDOSAN ,"WATER TANK 5.000 LITER SMALL STANDART PIPEPING 3"""," 51,500,000 ","51,500,000", INC ,,,,TIDAK JADI OC,0
1805,38/QUO/STM/IX/25,04-Sep-25,EKO ARYO,CUSTOMER BAPAK EKO ARYO,WING BOX ISUZU FVM 34 U HP UK. P. 9.660 X L. 2.500 X T. 2.750," 144,000,000 ","144,000,000", INC ,,,,TIDAK JADI OC,0
1806,51/QUO/STM/IX/25,09-Sep-25,EKO ARYO,CV. REZEKI CINTHA MEUTUAH,TANGKI VACUM KAP. 4.000 LITER ISUZU NMR 81 HD 6.5," 236,500,000 ","236,500,000", INC ,,,,TIDAK JADI OC,0
1807,59/QUO/STM/IX/25,08-Sep-25,EKO ARYO,PT. ASTRA ISUZU - DAAN MOGOT,DUMP TRUCK ISUZU FVR 34 L D UK. P. 4.930 X L. 2.340 X T. 850," 124,500,000 ","124,500,000", INC ,,,,TIDAK JADI OC,0
1808,63/QUO/STM/IX/25,09-Sep-25,EKO ARYO,PT. BUMI DUTA PERSADA,TANGKI AIR KAP. 4.000 LITER MITSUBISHI COLT DIESSEL," 75,500,000 ","75,500,000", INC ,,,,TIDAK JADI OC,0
1809,69/QUO/STM/IX/25,09-Sep-25,EKO ARYO,PT. LANCAR JAYA INDONESIA,WING BOX DONGFENG DFH1250B UK. P. 9.700 X L. 2.500 X T. 2.750," 150,000,000 ","150,000,000", INC ,,,,TIDAK JADI OC,0
1810,95/QUO/STM/IX/25 B,12-Sep-25,EKO ARYO,KJIU BJI,BODY MIXER 3 M3 HINO DUTRO 136 HD XM," 177,500,000 ","177,500,000", INC ,,,,TIDAK JADI OC,0
1811,95/QUO/STM/IX/25 B,12-Sep-25,EKO ARYO,KJIU BJI,BODY MIXER 8 M3 HINO 280 JM," 265,000,000 ","265,000,000", INC ,,,,TIDAK JADI OC,0
1812,115/QUO/STM/IX/25,13-Sep-25,EKO ARYO,CUSTOMER BAPAK EKO ARYO,BOX FIBER ISUZU TRAGA UK. LUAR P. 2.900 X L. 1.750 X T. 1.800," 135,000,000 ","135,000,000", INC ,,,,TIDAK JADI OC,0
1813,122/QUO/STM/IX/25,15-Sep-25,EKO ARYO,BAPAK VINSENT,ONLY INSTALASI DEREK KAP. 40 TON ," 102,500,000 ","102,500,000", INC ,,,,TIDAK JADI OC,0
1814,122/QUO/STM/IX/25,15-Sep-25,EKO ARYO,BAPAK VINSENT,ONLY INSTALASI DEREK KAP. 40 TON + CRANE," 117,500,000 ","117,500,000", INC ,,,,TIDAK JADI OC,0
1815,122/R.01QUO/STM/IX/25,15-Sep-25,EKO ARYO,BAPAK VINSON,ONLY INSTALASI DEREK KAP. 40 TON ," 102,500,000 ","102,500,000", INC ,,,,TIDAK JADI OC,0
1816,122/R.01QUO/STM/IX/25,15-Sep-25,EKO ARYO,BAPAK VINSON,ONLY INSTALASI DEREK KAP. 40 TON + CRANE," 117,500,000 ","117,500,000", INC ,,,,TIDAK JADI OC,0
1817,130/QUO/STM/IX/25,15-Sep-25,EKO ARYO,PT. ASTRA UD TRUCK - PALEMBANG,BODY DUMP TRUCK KUZER RKE 150 WB3350MM HD UK. P. 3.880 X L. 2.100 X T. 1.200," 65,000,000 ","65,000,000", INC ,,,,TIDAK JADI OC,0
1818,136/QUO/STM/IX/25,18-Sep-25,EKO ARYO,CUSTOMER BAPAK EKO ARYO,FLAT BED + TEMPAT CRANE ISUZU FVZ 34 U HP UK. P. 8.250 X L. 2.500," 98,000,000 ","98,000,000", INC ,,,,TIDAK JADI OC,0
1819,140/QUO/STM/IX/25,16-Sep-25,EKO ARYO,CV. REZEKI CINTHA METUAH,TANGKI VACUM STAINLESS KAP. 4.000 LITER SMALL STANDART," 393,200,000 ","393,200,000", INC ,,,,TIDAK JADI OC,0
1820,154/QUO/STM/IX/25,17-Sep-25,EKO ARYO,PT. ASTRA UD TRUCK - SEMARANG,SELF LOADER + INSTALL CRANE WITH HYDRAULIC JACK UD TRUCK CWE 280 WB 61 UK. P. 8.160 X L. 2.500," 393,000,000 ","393,000,000", INC ,,,,TIDAK JADI OC,0
1821,155/QUO/STM/IX/25,17-Sep-25,EKO ARYO ,PT. DIPO INTERNATIONAL PAHALA OTOMATIF - PEJETO,DUMP TRUCK KNOCK DOWN MITSUBISHI FE 74 HDV / FE 75 SHDX UK. P. 3.880 X L. 1.840 X T. 700 + 500," 56,000,000 ","56,000,001", INC ,,,,TIDAK JADI OC,0
1822,162/QUO/STM/IX/25,18-Sep-25,EKO ARYO,PT. HINO CIKOKOL,BODY MIXER 3 M3 HINO DUTRO 136 HD XM ," 190,000,000 ","190,000,000", INC ,OC 63/MKT/IX/25 (1 UNIT),1,UNIT,JADI OC,"190,000,000"
1823,162/R.01QUO/STM/IX/25,19-Sep-25,EKO ARYO,PT. HUDAYA MAJU MANDIRI,BODY MIXER 3 M3 HINO DUTRO 136 HD XM ," 190,000,000 ","190,000,000", INC ,,,,TIDAK JADI OC,0
1824,179/QUO/STM/IX/25,20-Sep-25,EKO ARYO,PT. PRASADHA PEMUNAH LIMBAH INDUSTRI,MODIF TERPAL DUMP TRAILLER TRACTOR HEAD ," 25,000,000 ","25,000,000", INC ,OC 24/MKT/X/25 (4 UNIT),4,UNIT,JADI OC,"100,000,000"
1825,181/QUO/STM/IX/25,20-Sep-25,EKO ARYO,PT. GAYA MAKMUR MOBIL,MANHAULER AC 27 + 3 KURSI FAW DD 140 CG 4X4," 388,500,000 ","388,500,000", INC ,OC 54/MKT/IX/25 (2 UNIT),2,UNIT,JADI OC,"777,000,000"
1826,184/QUO/STM/IX/25,22-Sep-25,EKO ARYO,PT. ASTRA ISUZU SAMARINDA ,BODY MIXER 3 M3 ISUZU NMR 81 HD , 257.657.658 EXCLUDE ,"257,657,658", EXC ,,,,TIDAK JADI OC,0
1827,186/QUO/STM/IX/25,22-Sep-25,EKO ARYO,PT. ASTRA ISUZU - PEKAN BARU,DUMP TRUCK ANGKUT SAWIT ISUZU NMR 81 HD UK. P. 3.880 X L. 1.840 X T. 700 + 700 (RAMP)," 62,000,000 ","62,000,000", INC ,,,,TIDAK JADI OC,0
1828,191/QUO/STM/IX/25,23-Sep-25,EKO ARYO,PT. ASTRA ISUZU - SUNTER,BODY DUMP TRUCK KNOCK DOWN ISUZU NMR 81 HD 6.5 UK. P. 3.880 X L. 1.840 X T. 700 + 600," 76,035,000 ","76,035,000", INC ,,,,TIDAK JADI OC,0
1829,201/QUO/STM/IX/25,23-Sep-25,EKO ARYO,PT. AGUNG CITRA TRANSFORMASI,TRAILLER 40 FEET 3 AXLE - FLAT DECK UK. P. 12.300 X L. 2.500," 300,000,000 ","300,000,000", INC ,,,,TIDAK JADI OC,0
1830,211/QUO/STM/IX/25,24-Sep-25,EKO ARYO,CUSTOMER BAPAK EKO,OPEN CARGO 11 WAY UD TRUCK CDE 250 WB 61 UK. P. 9.550 X L. 2.500 X T. 1.000," 109,000,000 ","109,000,000", INC ,,,,TIDAK JADI OC,0
1831,211/QUO/STM/IX/25,24-Sep-25,EKO ARYO,CUSTOMER BAPAK EKO,BOX BESI UD TRUCK CDE 250 WB 61 UK. P. 9.550X  L. 2.500 X T. 2.700," 160,000,000 ","160,000,000", INC ,,,,TIDAK JADI OC,0
1832,214/QUO/STM/IX/25,25-Sep-25,EKO ARYO,PT. SATRIA PIRANTI,SKYLIFT 12 METER CHASSIS SMALL STANDART," 335,800,000 ","335,800,000", INC ,,,,TIDAK JADI OC,0
1833,214/QUO/STM/IX/25,25-Sep-25,EKO ARYO,PT. SATRIA PIRANTI,SKYLIFT 11 METER CHASSIS SMALL STANDART," 324,500,000 ","324,500,000", INC ,,,,TIDAK JADI OC,0
1834,226/QUO/STM/IX/25,25-Sep-25,EKO ARYO,HJ. JUARSAH,TANGKI CPO KAP. 35.000 LITER MITSUBISHI FN 62 FL HD R ," 190,000,000 ","190,000,000", INC ,,,,TIDAK JADI OC,0
1835,230/QUO/STM/IX/25,23-Sep-25,EKO ARYO,PT. AGUNG CITRA TRANSFORMASI ,TANGKI HI-BLOW KAP. 25 TON ( 20 M3 ) FAW FD 340 DT," 349,500,000 ","349,500,000", INC ,,,,TIDAK JADI OC,0
1836,254/QUO/STM/IX/25,30-Sep-25,EKO ARYO,IBU LIA,TANGKI ASPAL KAP. 16.000 LITER HINO FM 260 JN ," 275,000,000 ","275,000,000", INC ,,,,TIDAK JADI OC,0
1837,03/QUO/STM/IX/25,01-Sep-25,FAJAR,PT. DAMAI HIJAU ABADI,BODY DUMP TRUCK MITSUBISHI FE 75 SHDX UK. P. 4.200 X L. 1.840 X T. 1.400," 56,000,000 ","56,000,000", INC ,OC 43/MKT/IX/25 (25 UNIT),25,UNIT,JADI OC,"1,400,000,000"
1838,07/QUO/STM/IX/25,02-Sep-25,FAJAR,PT. SRIKANDI ,BAK BESI 3 WAY MITSUBISHI FE 71 N UK. P. 2.975 X L. 1.750 X T. 500," 60,000,000 ","60,000,000", INC ,OC 28/MKT/IX/25 (2 UNIT),2,UNIT,JADI OC,"120,000,000"
1839,08/QUO/STM/IX/25,02-Sep-25,FAJAR,PT. SRIKANDI ,BAK BESI 5 WAY MITSUBISHI FE 74 L N UK. P. 5.650 X L. 2.000 X T. 700," 62,000,000 ","62,000,000", INC ,OC 29/MKT/IX/25 (1 UNIT),1,UNIT,JADI OC,"62,000,000"
1840,18/QUO/STM/IX/25,02-Sep-25,FAJAR,CUSTOMER BAPAK FAJAR,COMPACTOR KAP. 6M3 HINO DUTRO 136 HDX ," 460,000,000 ","460,000,000", INC ,,,,TIDAK JADI OC,0
1841,18/QUO/STM/IX/25,02-Sep-25,FAJAR,CUSTOMER BAPAK FAJAR,BODY DUMP TRUCK SAMPAH HINO DUTRO 136 HDX UK. P. 3.880 X L. 1.840 X T. 1.000," 65,500,000 ","65,500,000", INC ,,,,TIDAK JADI OC,0
1842,47/QUO/STM/IX/25,06-Sep-25,FAJAR,CUSTOMER BAPAK FAJAR,SELF LOADER WITH HYDRAULIC JACK HINO FM 280 JW UK. P. 9.200 X L. 2.500," 339,500,000 ","339,500,000", INC ,,,,TIDAK JADI OC,0
1843,57/QUO/STM/IX/25,08-Sep-25,FAJAR,PT. HUDAYA MAJU MANDIRI,SELF LOADER WITH HYDRAULIC JACK HINO FG 260 JP UK. P. 6.950 X L. 2.500," 313,500,000 ","313,500,000", INC ,,,,TIDAK JADI OC,0
1844,78/QUO/STM/IX/25,10-Sep-25,FAJAR,PT. GLOBAL ENERGI LESTARI,BODY DUMP TRUCK MITSUBISHI FE 75 SHDX N UK. P. 4.200 X L. 2.000 X T. 1.450," 60,000,000 ","60,000,000", INC ,,,,TIDAK JADI OC,0
1845,116/QUO/STM/IX/25,13-Sep-25,FAJAR,CUSTOMER BAPAK FAJAR,MOBIL ANGKUT KUDA FE 74 LN UK 5900 X 2250 X 2350 MM," 550,000,000 ","550,000,000", INC ,,,,TIDAK JADI OC,0
1846,117/QUO/STM/IX/25,13-Sep-25,FAJAR,PT. SINAR PERANAP PERKASA,BODY DUMP TRUCK MITSUBISHI FE 75 SHDX UK. P. 4.200 X L. 1.840 X T. 1.400," 56,000,000 ","56,000,000", INC ,OC 44/MKT/IX/25 (1 UNIT),1,UNIT,JADI OC,"56,000,000"
1847,133/QUO/STM/IX/25,16-Sep-25,FAJAR,PT. CIPTA SANTOSA,BODY DUMP TRUCK MITSUBISHI FE 75 SHDX UK. P. 3.600 X L. 1.840 X T. 1.200," 62,000,000 ","62,000,000", INC ,OC 82/MKT/IX/25 (6 UNIT),6,UNIT,JADI OC,"372,000,000"
1848,133/QUO/STM/IX/25,16-Sep-25,FAJAR,PT. CIPTA SANTOSA,BODY DUMP TRUCK MITSUBISHI FE 75 SHDX UK. P. 3.600 X L. 1.840 X T. 1.200," 193,500,000 ","193,500,000", INC ,OC 83/MKT/IX/25 (3 UNIT),3,UNIT,JADI OC,"580,500,000"
1849,133/QUO/STM/IX/25,16-Sep-25,FAJAR,PT. CIPTA SANTOSA,BODY DUMP TRUCK MITSUBISHI FE 75 SHDX UK. P. 3.600 X L. 1.840 X T. 1.200," 64,500,000 ","64,500,000", INC ,OC 84/MKT/IX/25 (3 UNIT),3,UNIT,JADI OC,"193,500,000"
1850,133/QUO/STM/IX/25,16-Sep-25,FAJAR,PT. CIPTA SANTOSA,BODY DUMP TRUCK MITSUBISHI FE 75 SHDX UK. P. 3.600 X L. 1.840 X T. 1.200," 64,500,000 ","64,500,000", INC ,OC 85/MKT/IX/25 (3 UNIT),3,UNIT,JADI OC,"193,500,000"
1851,133/QUO/STM/IX/25,16-Sep-25,FAJAR,PT. CIPTA SANTOSA,BODY DUMP TRUCK MITSUBISHI FE 75 SHDX UK. P. 3.600 X L. 1.840 X T. 1.200," 64,500,000 ","64,500,000", INC ,OC 86/MKT/IX/25 (3 UNIT),3,UNIT,JADI OC,"193,500,000"
1852,142/QUO/STM/IX/25,16-Sep-25,FAJAR,PT. SWASTIKALAUTAN NUSAPERSADA,BODY MIXER 3 M3 HINO DUTRO 136 HD," 210,000,000 ","210,000,000", INC ,OC 75/MKT/IX/25 (1 UNIT),1,UNIT,JADI OC,"210,000,000"
1853,157/QUO/STM/IX/25,17-Sep-25,FAJAR,PT. CIPTA SANTOSA,BODY DUMP TRUCK MITSUBISHI FM 65 FS UK. P. 4.930 X L. 2.340 X T. 850," 130,000,000 ","130,000,000", INC ,OC 81/MKT/IX/25 (4 UNIT),4,UNIT,JADI OC,"520,000,000"
1854,168/QUO/STM/IX/25,18-Sep-25,FAJAR,PT. GLOBAL ENERGI LESTARI,BODY DUMP TRUCK MITSUBISHI FE 75 SHDX N UK. P. 4.200 X L. 2.000 X T. 1.600," 60,000,000 ","60,000,000", INC ,OC 55/MKT/IX/25 (75 UNIT),75,UNIT,JADI OC,"4,500,000,000"
1855,189/QUO/STM/IX/25,22-Sep-25,FAJAR,PT. HUDAYA MAJU MANDIRI,BODY DUMP TRUCK HINO DUTRO 136 HD UK. P. 3.800 X L. 2.000 X T. 900," 69,000,000 ","69,000,000", INC ,,,,TIDAK JADI OC,0
1856,197/QUO/STM/IX/25,23-Sep-25,FAJAR,PT. INDOMOBIL PRIMA NIAGA - MEDAN,BODY DUMP TRUCK SILUMAN HINO FM 280 JW UK. P. 8.500 X L. 2.400 x T. 1.400," 279,500,000 ","279,500,000", INC ,,,,TIDAK JADI OC,0
1857,203/QUO/STM/IX/25,23-Sep-25,FAJAR,PT. INDOMOBIL PRIMA NIAGA - MEDAN,BODY DUMP TRUCK SILUMAN TELESCOPIC HINO FM 280 JW UK. P. 8.200 X L. 2.400 x T. 1.400," 344,500,000 ","344,500,000", INC ,,,,TIDAK JADI OC,0
1858,213/QUO/STM/IX/25,25-Sep-25,FAJAR,CUSTOMER BAPAK FAJAR,TANGKI WATER SPRAYER KAP. 8.000 LITER HYDRAULIC HINO DUTRO 136 HDL," 301,500,000 ","301,500,000", INC ,,,,TIDAK JADI OC,0
1859,213/QUO/STM/IX/25,25-Sep-25,FAJAR,CUSTOMER BAPAK FAJAR,PTO," 7,000,000 ","7,000,000", INC ,,,,TIDAK JADI OC,0
1860,224/QUO/STM/IX/25,25-Sep-25,FAJAR,PT. HINO BENGKULU ,TANGKI CPO KAP. 33.000 LITER HINO FM 280 JW ," 195,000,000 ","195,000,000", INC ,,,,TIDAK JADI OC,0
1861,227/QUO/STM/IX/25,26-Sep-25,FAJAR,PT. INDOMOBIL PRIMA NIAGA,TANGKI CPO KAP. 30.000 LITER HINO FM 280 JW ," 165,000,000 ","165,000,000", INC ,,,,TIDAK JADI OC,0
1862,227/QUO/STM/IX/25,26-Sep-25,FAJAR,PT. INDOMOBIL PRIMA NIAGA,TANGKI CPO KAP. 20.000 LITER HINO FM 280 JD ," 155,000,000 ","155,000,000", INC ,,,,TIDAK JADI OC,0
1863,241/QUO/STM/IX/25,27-Sep-25,FAJAR,CUSTOMER BAPAK FAJAR,BAK BESI 1 WAY ISUZU FTR90 UK. P. 6.300 X 2.500 X 850 + 450 ( RAMP ) + 700 ( KD )," 105,000,000 ","105,000,000", INC ,,,,TIDAK JADI OC,0
1864,244/QUO/STM/IX/25,02-Oct-25,FAJAR,CUSTOMER BAPAK FAJAR,FLAT BED + INSTALL CRANE HINO FM 280 JW UK. P. 8.250 X L. 2.500," 146,000,000 ","146,000,000", INC ,,,,TIDAK JADI OC,0
1865,244/QUO/STM/IX/25,02-Oct-25,FAJAR,CUSTOMER BAPAK FAJAR,INSTALL OUTRIGER," 20,000,000 ","20,000,000", INC ,,,,TIDAK JADI OC,0
1866,250/QUO/STM/IX/25,30-Sep-25,FAJAR,BAPAK H. SONI HERDIAN - SAMARINDA,BODY DUMP TRUCK SCOW END HINO FM 280 JD UK. P. 5.600 X L. 2.400 X T. 1.500," 175,000,000 ","175,000,000", INC ,,,,TIDAK JADI OC,0
1867,253/QUO/STM/IX/25,30-Sep-25,FAJAR,PT. SETIA JAYA INCKELINDO ,BODY DUMP TRUCK HINO FM 280 JD UK. P. 6.000 X L. 2.350 X T. 1.600," 153,000,000 ","153,000,000", INC ,OC 19/MKT/X/25 (5 UNIT),5,UNIT,JADI OC,"765,000,000"
1868,01/QUO/STM/IX/25,01-Sep-25,IRWAN ,PT. DAYA GUNA MOTOR INDONESIA,WING BOX HYDRAULIC HINO FL 280 JW UK. P. 9.750 X L. 2.500 X T. 2.750," 150,000,000 ","150,000,000", INC ,,,,TIDAK JADI OC,0
1869,01/QUO/STM/IX/25,01-Sep-25,IRWAN ,PT. DAYA GUNA MOTOR INDONESIA,BODY OPEN CARGO HINO FL 280 JW UK. P. 9.750 X L. 2.500 X T. 1.000," 125,000,000 ","125,000,000", INC ,,,,TIDAK JADI OC,0
1870,01/QUO/STM/IX/25,01-Sep-25,IRWAN ,PT. DAYA GUNA MOTOR INDONESIA,BODY DUMP TRUCK HINO DUTRO 136 HDX UK. P. 3.880 X L. 1.840 X T. 700," 60,000,000 ","60,000,000", INC ,,,,TIDAK JADI OC,0
1871,15/QUO/STM/IX/25,02-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN,BODY OPEN CARGO MERCY AXOR 1623 R 4X2 (WB 6000) UK. P. 8.350 X L. 2.500 X T. 850 + 550, 130.000.000 EXCLUDE ,"130,000,000", EXC ,,,,TIDAK JADI OC,0
1872,21/QUO/STM/IX/25,02-Sep-25,IRWAN ,PT. GOWA KENCANA MOTOR,SPARE PART BODY BRACKET ASSY KRM 201," 2,775,000 ","2,775,000", INC ,,,,TIDAK JADI OC,0
1873,21/QUO/STM/IX/25,02-Sep-25,IRWAN ,PT. GOWA KENCANA MOTOR,SPARE PART ENGSEL ATAS STANDART ASB KRM 201," 1,443,000 ","1,443,000", INC ,,,,TIDAK JADI OC,0
1874,26/QUO/STM/IX/25,03-Sep-25,IRWAN ,PT. DIPO - TASIK,BOX ALUMUNIUM MITSUBISHI L300 UK. P. 2.830 X L. 1.795 X T. 1.700, 65.000.000 EXCLUDE ,"65,000,000", EXC ,,,,TIDAK JADI OC,0
1875,28/QUO/STM/IX/25,03-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN,SKYLIFT ( AWP ) 16 METER MISTUBISHI FE 74 L," 342,000,000 ","342,000,000", INC ,,,,TIDAK JADI OC,0
1876,29/QUO/STM/IX/25,03-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN,ARM ROLL HINO DUTRO 136 HD X," 94,500,000 ","94,500,000", INC ,,,,TIDAK JADI OC,0
1877,29/QUO/STM/IX/25,03-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN,CONTAINER TERBUKA KAP. 7 M3 HINO DUTRO 136 HD X UK. P. 3.800 X L. 1.900 X T. 1.000," 42,500,000 ","42,500,000", INC ,,,,TIDAK JADI OC,0
1878,29/QUO/STM/IX/25,03-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN,TANGKI CPO BIN KAP. 5.000 LITER HINO DUTRO 136 HD X ," 65,000,000 ","65,000,000", INC ,,,,TIDAK JADI OC,0
1879,33/QUO/STM/IX/25,04-Sep-25,IRWAN ,PT. INDOSENTOSA TRADA ,MOTOR CARIER HINO DUTRO 136 HDL UK. P. 5.500 X L. 2.000 X T. 1.200," 156,000,000 ","156,000,000", INC ,,,,TIDAK JADI OC,0
1880,35/QUO/STM/IX/25 A,04-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN,BOX ALUMUNIUM + CANOPI MITSUBISHI L300 UK LUAR P. 2.800 X L. 1.720 X T. 1.900," 50,000,000 ","50,000,000", INC ,,,,TIDAK JADI OC,0
1881,39/QUO/STM/IX/25,04-Sep-25,IRWAN ,PT. DUTA CEMERLANG MOTOR ,WATER SPRAYER KAP. 20.000 LITER ( SYSTEM HYDRAULIC ) HINO FM 280 JD , 355.000.000 EXCLUDE ,"355,000,000", EXC ,,,,TIDAK JADI OC,0
1882,44/QUO/STM/IX/25,06-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN,MODIFIKASI BAK ORI WULING MENJADI DUMP TRUCK HTM GAJAH DP 2.0 M RAM," 30,000,000 ","30,000,000", INC ,,,,TIDAK JADI OC,0
1883,59/QUO/STM/IX/25 B,08-Sep-25,IRWAN ,PT. GADJAHMADA NUSANTARA ENERGI,BODY DUMP TRUCK HINO FM 280 JD UK. P. 6.000 X L. 2.400 X T. 1.800," 220,000,000 ","220,000,000", INC ,,,,TIDAK JADI OC,0
1884,66/QUO/STM/IX/25,09-Sep-25,IRWAN ,PT. EUROTRUCK TRANSINDO,BODY DUMP TRUCK MERCY AXOR 2528 CH UK. DALAM P. 6.400 X L. 2.400 X T. 1.700," 165,000,000 ","165,000,000", INC ,,,,TIDAK JADI OC,0
1885,68/QUO/STM/IX/25,09-Sep-25,IRWAN ,PT. AUTO BORNEO PONTIANAK,TANGKI CPO KAP. 9.000 LITER HINO DUTRO 136 HDX, 59.000.000 EXCLUDE ,"59,000,000", EXC ,,,,TIDAK JADI OC,0
1886,76/QUO/STM/IX/25,10-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN,SPAREPART MIXER KAP. 8 M3 GEAR BOX 577, 52.500.000 EXCLUDE ,"52,500,000", EXC ,,,,TIDAK JADI OC,0
1887,79/QUO/STM/IX/25 B,10-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN,TRAILLER DUMP 42 M3 TRACTOR HEAD UK. P. 9.000 X L. 2.350 X T. 1.000 + 1.000 (KD) MM," 880,000,000 ","880,000,000", INC ,,,,TIDAK JADI OC,0
1888,82/QUO/STM/IX/25,10-Sep-25,IRWAN ,PT. INDOMOBIL PRIMA NIAGA,BODY MIXER KAP. 8 M3 HINO FM 280 JM," 295,000,000 ","295,000,000", INC ,,,,TIDAK JADI OC,0
1889,82/QUO/STM/IX/25,10-Sep-25,IRWAN ,PT. INDOMOBIL PRIMA NIAGA,BODY DUMP TRUCK KNOCKDOWN HINO DUTRO 136 HDX UK. P. 3.880 X L. 1.840 X T. 700 + 300," 65,500,000 ","65,500,000", INC ,,,,TIDAK JADI OC,0
1890,84/QUO/STM/IX/25,11-Sep-25,IRWAN,PT. AUTOMOBIL BORNEO PERDANA ,BODY MIXER 3 M3 HINO DUTRO 136 HDMX ," 187,000,000 ","187,000,000", INC ,24/MKT/IX/25 (5 UNIT),5,UNIT,JADI OC,"935,000,000"
1891,86/QUO/STM/IX/25,11-Sep-25,IRWAN ,PT. ALUN INDAH ,BODY DUMP TRUCK MERCY AROCS 4042 K UK. DALAM P. 6.000 Z L. 2.340 Z T. 1.750 ," 138,000,000 ","138,000,000", INC ,,,,TIDAK JADI OC,0
1892,87/QUO/STM/IX/25,11-Sep-25,IRWAN ,PT. DUTA CEMERLANG MOTOR ,BODY DUMP TRUCK HINO FM 280 JD UK. DALAM P. 6.000 X L. 2.350 X T. 1.700," 130,000,000 ","130,000,000", INC ,,,,TIDAK JADI OC,0
1893,88/QUO/STM/IX/25,11-Sep-25,IRWAN,CUSTOMER BAPAK IRWAN ,FLAT BED + INSTALL CRANE MERCY AXOR 2526 R 6X2 ( WB 5700 ) UK. P. 8.390 X L. 2.500," 137,000,000 ","137,000,000", INC ,,,,TIDAK JADI OC,0
1894,89/QUO/STM/IX/25,11-Sep-25,IRWAN ,PT. HUDAYA MAJU MANDIRI,BODY DUMP TRUCK HINO FM 280 JD UK. DALAM P. 6.500 X L. 2.400 X T. 1.900," 193,000,000 ","193,000,000", INC ,,,,TIDAK JADI OC,0
